release_year,metascore,userscore,metascore_count,platforms,userscore_count
2020,73.0,76.0,31,1,34
2007,73.0,80.0,35,1,50
2004,73.0,0.0,17,1,3
2020,73.0,57.0,27,3,355
2009,73.0,76.0,22,1,20
2019,73.0,72.0,17,1,63
2002,73.0,59.0,28,1,11
2001,73.0,85.0,24,1,108
2019,73.0,70.0,37,5,155
2019,73.0,67.0,38,1,70
2024,73.0,21.0,27,1,22
2013,73.0,73.0,17,2,33
2025,73.0,65.0,9,2,24
2017,73.0,76.0,37,1,188
2012,73.0,78.0,27,2,25
2021,73.0,54.0,58,3,2200
2025,73.0,0.0,9,1,3
2005,73.0,44.0,27,4,5
2024,73.0,85.0,67,1,90
2013,73.0,66.0,51,1,634
2020,73.0,83.0,15,1,6
2020,73.0,67.0,11,1,6
2010,73.0,75.0,78,1,228
2016,73.0,68.0,35,3,203
2009,73.0,65.0,28,1,28
2019,73.0,76.0,20,2,34
2016,73.0,65.0,18,4,44
2020,73.0,70.0,10,1,47
2011,73.0,64.0,14,2,9
2006,73.0,68.0,22,1,6
2008,73.0,72.0,74,7,459
2004,73.0,83.0,34,2,28
2012,73.0,75.0,12,1,61
2018,73.0,62.0,13,1,38
2025,73.0,0.0,10,1,1
2022,73.0,65.0,10,1,48
2017,73.0,70.0,11,1,26
2019,73.0,71.0,26,2,44
2008,73.0,0.0,18,3,3
2020,73.0,63.0,68,2,173
2018,73.0,72.0,21,4,65
2023,73.0,82.0,65,3,812
2019,73.0,57.0,55,3,960
2020,73.0,80.0,75,4,1285
2018,73.0,68.0,21,3,18
2015,73.0,72.0,44,1,185
2012,73.0,78.0,7,3,304
2020,73.0,0.0,7,2,2
2023,73.0,70.0,17,1,31
2015,73.0,84.0,12,2,150
2011,73.0,78.0,11,1,18
2001,73.0,81.0,9,1,21
2015,73.0,72.0,9,1,5
2017,73.0,62.0,14,3,18
2006,73.0,0.0,7,1,3
2009,73.0,75.0,19,1,6
2024,73.0,65.0,14,1,32
2003,73.0,75.0,17,1,6
2002,73.0,73.0,9,1,8
2004,73.0,64.0,55,3,43
2004,73.0,79.0,13,1,21
2021,73.0,73.0,16,3,11
2021,73.0,68.0,21,1,66
2007,73.0,59.0,16,1,8
2015,73.0,60.0,28,2,90
2009,73.0,78.0,11,1,12
2021,73.0,48.0,88,1,534
2004,73.0,0.0,34,1,3
2007,73.0,65.0,28,1,4
2021,73.0,55.0,15,4,15
2019,73.0,68.0,32,3,106
2009,73.0,81.0,19,2,104
2012,73.0,73.0,7,1,4
2022,73.0,74.0,31,4,107
2010,73.0,63.0,13,1,78
2008,73.0,81.0,37,1,195
2016,73.0,67.0,7,1,54
2017,73.0,62.0,12,2,9
2016,73.0,61.0,43,4,93
2022,73.0,69.0,44,3,523
2006,73.0,88.0,48,1,493
2018,73.0,74.0,33,1,654
2019,73.0,69.0,11,1,79
2007,73.0,84.0,31,1,26
2013,73.0,78.0,11,1,26
2018,73.0,53.0,10,1,40
2015,73.0,62.0,22,3,76
2014,73.0,73.0,70,1,999
2000,73.0,74.0,32,1,376
2007,73.0,71.0,41,1,7
2008,73.0,73.0,11,2,13
2007,73.0,73.0,9,2,16
2011,73.0,41.0,33,2,59
2005,73.0,63.0,31,1,43
2009,73.0,67.0,14,1,7
2023,73.0,0.0,8,1,1
2024,73.0,75.0,7,1,6
2021,73.0,70.0,7,1,21
2012,73.0,67.0,26,2,32
2022,73.0,61.0,11,4,47
2004,73.0,70.0,23,1,80
2022,73.0,46.0,113,1,535
2010,73.0,77.0,71,3,349
2020,73.0,76.0,22,4,147
2005,73.0,86.0,36,3,32
2006,73.0,74.0,39,7,53
2000,73.0,69.0,8,2,8
2008,73.0,69.0,15,1,63
2016,73.0,74.0,17,3,170
2000,73.0,0.0,7,1,1
2010,73.0,76.0,51,1,145
2000,73.0,73.0,10,5,33
2000,73.0,68.0,7,2,4
2002,73.0,75.0,30,2,30
2001,73.0,78.0,9,1,10
2002,73.0,65.0,34,1,26
2005,73.0,75.0,10,1,23
2016,73.0,78.0,12,2,29
2003,73.0,86.0,36,1,60
2018,73.0,61.0,9,2,39
2008,73.0,77.0,11,2,21
2007,73.0,74.0,13,1,7
2025,73.0,0.0,7,1,1
2021,73.0,72.0,44,4,119
2021,73.0,70.0,17,2,35
2015,73.0,51.0,59,3,2851
2017,73.0,71.0,11,1,23
2007,73.0,71.0,52,1,34
2004,73.0,76.0,19,1,13
2009,73.0,82.0,21,1,61
2023,73.0,0.0,7,1,1
2020,73.0,72.0,9,2,71
2015,73.0,62.0,34,1,146
2021,73.0,78.0,68,1,42
2006,73.0,74.0,23,2,32
2018,73.0,70.0,9,1,31
2012,73.0,72.0,39,3,31
2007,73.0,75.0,34,2,42
2016,73.0,71.0,20,3,90
2012,73.0,58.0,28,1,286
2012,73.0,78.0,27,2,63
2009,73.0,0.0,28,2,2
2021,73.0,71.0,23,4,137
2021,73.0,47.0,12,1,100
2008,73.0,0.0,9,1,2
2013,73.0,80.0,38,2,121
2004,73.0,84.0,25,1,33
2002,73.0,95.0,23,1,4
2009,73.0,80.0,44,6,47
2020,73.0,77.0,62,1,185
2006,73.0,82.0,36,1,26
2019,73.0,72.0,10,3,17
2014,73.0,58.0,7,1,12
2015,73.0,74.0,8,1,9
2015,73.0,70.0,40,3,1678
2018,73.0,76.0,39,1,193
2024,73.0,84.0,8,1,14
2008,73.0,79.0,29,1,17
2018,73.0,70.0,11,1,13
2022,73.0,0.0,8,1,0
2020,73.0,0.0,8,1,2
2021,73.0,73.0,8,1,69
2023,73.0,73.0,8,3,12
2018,73.0,73.0,22,3,74
2008,73.0,80.0,16,1,153
2023,73.0,58.0,8,3,13
2023,73.0,56.0,17,3,52
2002,73.0,76.0,19,3,20
2002,73.0,73.0,10,1,4
2022,73.0,69.0,11,1,15
2021,73.0,83.0,8,2,7
2003,73.0,84.0,15,1,15
2002,73.0,0.0,13,1,3
2016,73.0,74.0,15,1,68
2002,73.0,75.0,19,4,59
2004,73.0,60.0,8,1,140
2015,73.0,75.0,23,1,63
2011,72.0,71.0,51,1,38
2006,72.0,78.0,57,1,36
2011,72.0,81.0,42,3,33
2006,72.0,63.0,38,1,18
2021,72.0,74.0,58,4,405
2019,72.0,64.0,17,4,23
2014,72.0,79.0,29,1,60
2004,72.0,79.0,37,2,46
2009,72.0,68.0,11,1,58
2014,72.0,80.0,13,1,43
2013,72.0,80.0,19,1,84
2023,72.0,71.0,22,1,37
2009,72.0,83.0,17,2,7
2007,72.0,49.0,27,1,10
2009,72.0,72.0,31,1,100
2006,72.0,63.0,37,1,7
2021,72.0,61.0,20,3,81
2021,72.0,74.0,23,6,27
2012,72.0,81.0,8,1,13
2022,72.0,60.0,10,1,9
2022,72.0,70.0,41,3,167
2009,72.0,52.0,7,1,5
2020,72.0,58.0,8,1,29
2011,72.0,69.0,8,1,77
2022,72.0,53.0,7,1,4
2007,72.0,78.0,27,3,4
2016,72.0,75.0,22,1,43
2004,72.0,71.0,28,1,17
2018,72.0,68.0,28,1,149
2018,72.0,71.0,18,2,30
2021,72.0,48.0,9,4,16
2005,72.0,74.0,42,3,32
2013,72.0,72.0,68,3,278
2023,72.0,72.0,17,1,6
2012,72.0,58.0,8,3,49
2024,72.0,26.0,22,1,13
2015,72.0,43.0,31,2,256
2018,72.0,66.0,11,2,8
2024,72.0,68.0,11,1,4
2016,72.0,52.0,86,2,412
2011,72.0,75.0,38,1,59
2022,72.0,73.0,60,2,69
2002,72.0,0.0,21,1,3
2003,72.0,71.0,27,3,24
2001,72.0,86.0,12,1,59
2002,72.0,0.0,7,1,3
2000,72.0,70.0,21,1,17
2002,72.0,85.0,30,1,42
2002,72.0,74.0,7,1,13
2020,72.0,25.0,32,2,176
2015,72.0,62.0,17,1,20
2007,72.0,74.0,38,1,54
2003,72.0,69.0,14,1,79
2016,72.0,73.0,46,3,492
2009,72.0,82.0,18,1,45
2004,72.0,81.0,48,1,73
2016,72.0,69.0,20,4,123
2011,72.0,79.0,53,2,828
2020,72.0,63.0,60,4,196
2017,72.0,43.0,11,1,7
2015,72.0,69.0,77,3,539
2010,72.0,85.0,15,1,15
2015,72.0,81.0,20,1,23
2021,72.0,66.0,35,3,32
2003,72.0,76.0,49,1,84
2011,72.0,72.0,8,1,60
2020,72.0,74.0,21,3,73
2022,72.0,70.0,10,3,14
2005,72.0,0.0,14,1,1
2008,72.0,0.0,33,1,3
2015,72.0,61.0,45,1,348
2009,72.0,71.0,54,1,14
2015,72.0,76.0,10,1,36
2021,72.0,65.0,15,2,31
2005,72.0,86.0,35,3,38
2014,72.0,73.0,17,2,458
2014,72.0,70.0,9,1,43
2004,72.0,86.0,17,1,7
2008,72.0,80.0,26,1,5
2013,72.0,71.0,11,1,15
2007,72.0,71.0,19,1,17
2008,72.0,83.0,35,1,25
2015,72.0,78.0,28,2,45
2005,72.0,0.0,30,1,3
2019,72.0,55.0,20,4,22
2003,72.0,77.0,24,1,100
2019,72.0,69.0,12,3,69
2008,72.0,78.0,12,2,6
2018,72.0,75.0,12,1,11
2012,72.0,42.0,7,2,23
2023,72.0,0.0,9,1,2
2025,72.0,65.0,9,1,68
2016,72.0,76.0,16,1,20
2003,72.0,58.0,25,2,4
2017,72.0,73.0,10,1,13
2009,72.0,66.0,27,1,14
2017,72.0,69.0,19,3,80
2007,72.0,67.0,59,5,24
2013,72.0,71.0,11,1,69
2024,72.0,63.0,14,1,9
2008,72.0,81.0,20,1,17
2018,72.0,70.0,10,1,5
2016,72.0,68.0,28,1,16
2012,72.0,73.0,20,3,54
2011,72.0,71.0,35,6,81
2023,72.0,77.0,56,3,800
2022,72.0,59.0,11,3,8
2015,72.0,72.0,59,2,453
2004,72.0,58.0,16,1,12
2009,72.0,76.0,30,1,32
2013,72.0,78.0,13,1,110
2006,72.0,86.0,37,2,86
2008,72.0,80.0,28,1,336
2019,72.0,63.0,14,3,20
2019,72.0,71.0,76,3,369
2010,72.0,69.0,18,3,50
2012,72.0,69.0,19,2,52
2025,72.0,56.0,14,1,73
2017,72.0,71.0,8,2,18
2021,72.0,67.0,31,2,79
2015,72.0,64.0,19,1,80
2023,72.0,57.0,11,2,30
2023,72.0,78.0,38,3,228
2021,72.0,66.0,36,2,80
2017,72.0,0.0,7,1,1
2024,72.0,61.0,14,1,23
2023,72.0,0.0,7,1,3
2013,72.0,59.0,19,2,12
2007,72.0,49.0,10,1,14
2021,72.0,63.0,17,4,16
2014,72.0,72.0,53,3,893
2018,72.0,56.0,8,3,26
2017,72.0,48.0,10,1,10
2006,72.0,80.0,37,1,43
2018,72.0,56.0,28,1,119
2018,72.0,63.0,22,3,32
2012,72.0,83.0,11,1,188
2009,72.0,74.0,19,2,11
2008,72.0,68.0,69,4,67
2004,72.0,0.0,8,1,3
2010,72.0,77.0,13,2,14
2003,72.0,88.0,10,1,34
2024,72.0,30.0,21,3,27
2000,72.0,0.0,8,1,3
2003,72.0,84.0,31,1,27
2018,72.0,64.0,14,3,24
2008,72.0,79.0,42,1,30
2001,72.0,70.0,12,1,9
2017,72.0,74.0,40,1,41
2019,72.0,63.0,61,3,1537
2013,72.0,74.0,16,2,29
2002,72.0,77.0,13,1,24
2012,72.0,68.0,20,1,101
2017,72.0,74.0,57,1,62
2022,72.0,61.0,34,1,10
2019,72.0,57.0,31,4,410
2014,72.0,68.0,23,1,79
2024,72.0,52.0,18,2,187
2006,72.0,76.0,31,1,30
2015,72.0,53.0,17,1,34
2004,72.0,77.0,75,1,29
2007,72.0,74.0,48,1,27
2005,72.0,72.0,43,3,28
2005,72.0,75.0,49,1,24
2014,72.0,76.0,20,1,60
2013,72.0,83.0,18,1,53
2018,72.0,67.0,27,3,65
2009,72.0,80.0,45,1,33
2021,72.0,78.0,24,1,42
2007,72.0,78.0,27,1,236
1998,72.0,70.0,14,1,75
2022,72.0,63.0,7,1,15
2023,72.0,70.0,23,3,137
2016,72.0,83.0,32,1,106
2007,72.0,68.0,15,1,6
2005,72.0,69.0,38,1,18
2022,72.0,0.0,7,1,0
2006,72.0,69.0,7,1,14
2023,72.0,67.0,13,2,140
2014,72.0,74.0,10,1,33
2022,72.0,60.0,102,1,369
2010,72.0,30.0,31,3,32
2025,72.0,0.0,7,2,0
2022,72.0,47.0,40,2,146
2009,72.0,0.0,34,1,2
2007,72.0,68.0,24,3,4
2009,72.0,0.0,9,1,1
2008,72.0,66.0,61,2,140
2014,72.0,76.0,17,1,37
2025,72.0,70.0,10,3,13
2010,72.0,0.0,18,1,3
2007,72.0,72.0,42,7,128
2006,72.0,79.0,49,1,35
2009,72.0,66.0,56,2,83
2023,72.0,71.0,84,3,1067
2019,72.0,75.0,17,3,54
2020,72.0,67.0,32,3,1032
2008,72.0,75.0,50,2,51
2017,72.0,60.0,24,2,126
2007,72.0,70.0,21,1,8
2004,72.0,77.0,49,4,424
2000,72.0,61.0,18,1,14
2002,72.0,78.0,24,2,10
2000,72.0,0.0,16,2,2
2004,72.0,55.0,10,1,25
2002,72.0,60.0,10,1,5
2012,72.0,75.0,29,3,15
2007,72.0,72.0,28,1,56
2020,72.0,70.0,40,4,178
2015,72.0,64.0,9,3,23
2015,72.0,70.0,47,1,206
2020,72.0,69.0,20,4,45
2016,72.0,71.0,38,1,255
2016,72.0,82.0,33,3,581
2006,72.0,63.0,10,1,4
2021,72.0,51.0,11,1,12
2018,72.0,70.0,10,2,30
2013,72.0,78.0,77,1,191
2017,72.0,69.0,16,4,82
2005,72.0,82.0,9,1,13
2012,72.0,77.0,19,2,51
2016,72.0,80.0,14,2,29
2013,72.0,81.0,52,2,628
2013,72.0,74.0,51,3,318
2015,72.0,50.0,32,3,64
2007,72.0,88.0,27,2,329
2016,72.0,75.0,57,4,500
2020,72.0,11.0,62,6,2320
2020,72.0,61.0,15,4,26
2007,72.0,74.0,35,1,11
2019,72.0,75.0,25,2,87
2016,72.0,64.0,18,3,18
2014,72.0,69.0,47,4,183
2016,72.0,81.0,17,1,22
2012,72.0,84.0,29,3,203
2017,72.0,78.0,38,3,156
2011,72.0,60.0,55,3,120
2018,72.0,66.0,21,4,40
2009,72.0,74.0,66,3,133
2022,72.0,66.0,91,3,534
2018,72.0,60.0,10,3,25
2013,72.0,81.0,18,4,69
2012,72.0,80.0,54,2,95
2007,72.0,75.0,32,3,17
2009,72.0,55.0,40,1,76
2019,72.0,37.0,8,2,9
2016,72.0,67.0,26,2,41
2023,72.0,64.0,7,1,7
2024,72.0,70.0,8,2,182
2022,72.0,81.0,7,2,24
2021,72.0,0.0,10,1,2
2021,72.0,73.0,21,2,41
2020,72.0,78.0,9,3,14
2022,72.0,72.0,14,1,57
2021,72.0,66.0,5,2,5
2022,72.0,50.0,14,3,12
2022,72.0,60.0,13,2,30
2023,72.0,70.0,16,3,42
2021,72.0,64.0,13,1,5
2004,72.0,62.0,32,1,5
2025,72.0,66.0,21,4,72
2007,72.0,0.0,18,2,0
2003,72.0,54.0,15,1,14
2003,72.0,69.0,16,1,22
2023,72.0,70.0,10,1,5
2023,72.0,0.0,17,1,0
2006,72.0,69.0,21,1,16
2002,72.0,0.0,25,1,2
2016,72.0,67.0,9,3,28
2016,72.0,59.0,7,1,13
2000,72.0,70.0,10,1,5
2003,72.0,73.0,19,1,4
2017,72.0,56.0,13,1,7
2009,72.0,83.0,21,1,62
2009,72.0,61.0,21,1,8
2009,72.0,72.0,27,1,16
2016,72.0,58.0,7,2,28
2017,72.0,67.0,23,4,46
2002,72.0,0.0,11,1,3
2018,72.0,61.0,21,2,31
2013,72.0,59.0,59,1,1050
2013,72.0,78.0,14,3,19
2003,72.0,0.0,12,1,3
2018,72.0,69.0,11,2,15
2022,72.0,71.0,19,2,12
2020,72.0,79.0,18,2,90
2016,72.0,0.0,14,3,3
2015,72.0,76.0,16,1,19
2024,72.0,0.0,14,1,3
2015,72.0,82.0,27,1,83
2012,72.0,79.0,8,1,22
2016,72.0,69.0,15,2,54
2006,72.0,86.0,8,1,7
2021,72.0,67.0,11,2,11
2014,72.0,59.0,59,3,2261
2011,72.0,0.0,7,1,3
2014,72.0,75.0,19,5,67
2006,72.0,85.0,44,2,559
2011,72.0,77.0,27,1,109
2017,72.0,57.0,29,3,54
2018,72.0,70.0,12,1,7
2023,72.0,80.0,38,1,132
2014,72.0,80.0,12,1,11
2020,72.0,60.0,8,1,46
2004,72.0,81.0,34,2,77
2003,72.0,81.0,7,1,15
2019,72.0,64.0,11,4,16
2005,72.0,70.0,14,1,6
2010,72.0,64.0,28,3,11
2002,72.0,0.0,23,2,1
2002,72.0,56.0,7,1,5
2003,72.0,55.0,16,1,16
2013,72.0,79.0,25,3,132
2014,72.0,72.0,13,1,32
2008,72.0,65.0,12,1,17
2010,72.0,55.0,19,2,4
2024,72.0,0.0,9,1,3
2015,72.0,74.0,8,1,29
2015,72.0,71.0,16,1,143
2009,72.0,78.0,55,2,126
2003,72.0,75.0,21,1,34
2016,72.0,50.0,66,2,308
2009,72.0,79.0,45,1,27
2023,72.0,71.0,26,4,43
2017,72.0,75.0,18,2,113
2006,72.0,73.0,15,1,7
2009,72.0,78.0,8,1,15
2010,72.0,68.0,65,3,71
2021,72.0,64.0,13,2,24
2021,72.0,34.0,7,1,31
2020,72.0,87.0,7,1,9
2005,72.0,70.0,8,1,89
2009,72.0,56.0,34,5,27
2004,72.0,0.0,21,1,2
2017,72.0,61.0,10,3,14
2019,72.0,73.0,19,3,49
2017,72.0,0.0,11,2,2
2016,72.0,70.0,16,1,6
2019,72.0,66.0,19,3,52
2018,72.0,74.0,27,4,47
2020,72.0,78.0,31,3,39
2023,72.0,71.0,16,1,9
2025,72.0,58.0,34,3,22
2021,72.0,69.0,9,2,34
2013,72.0,71.0,15,1,165
2003,72.0,58.0,24,1,4
2002,72.0,70.0,19,1,11
2006,72.0,65.0,49,8,17
2018,72.0,74.0,34,1,67
2018,72.0,78.0,44,1,133
2024,72.0,75.0,11,1,20
2003,72.0,65.0,13,1,4
2002,72.0,81.0,22,1,18
2022,72.0,65.0,13,3,11
2002,72.0,68.0,30,2,17
2021,72.0,42.0,9,3,37
2002,72.0,69.0,19,2,17
2022,72.0,49.0,9,1,27
2021,72.0,46.0,15,1,18
2022,72.0,79.0,59,3,452
2023,72.0,63.0,28,3,190
2009,72.0,67.0,36,1,9
2018,72.0,68.0,25,3,16
2022,72.0,34.0,9,4,7
2017,72.0,68.0,28,3,30
2017,72.0,69.0,22,4,25
2009,72.0,62.0,30,1,6
2021,72.0,76.0,16,3,80
2025,72.0,72.0,22,2,363
2018,72.0,63.0,13,3,31
2004,72.0,78.0,28,1,10
2021,72.0,80.0,25,4,253
2016,72.0,78.0,51,1,201
2018,72.0,71.0,6,2,22
2023,72.0,53.0,25,3,20
2024,72.0,74.0,8,1,9
2018,72.0,75.0,44,2,55
2006,72.0,66.0,13,1,11
2008,72.0,70.0,56,2,81
2009,72.0,0.0,33,1,3
2017,72.0,70.0,22,1,55
2023,72.0,0.0,7,1,1
2012,72.0,74.0,47,2,136
2013,72.0,80.0,17,1,13
2017,72.0,73.0,15,3,21
2015,72.0,65.0,8,3,30
2011,72.0,61.0,56,2,122
2019,72.0,58.0,71,3,377
2017,72.0,81.0,12,2,11
2007,72.0,52.0,15,1,6
2015,72.0,75.0,35,2,154
2012,72.0,67.0,39,1,41
2006,72.0,0.0,26,3,1
2010,72.0,77.0,43,2,120
2019,72.0,73.0,10,2,47
2009,72.0,0.0,8,1,3
2017,72.0,67.0,10,3,19
2016,72.0,70.0,17,2,103
2017,72.0,55.0,19,3,83
2014,72.0,62.0,30,4,159
2006,72.0,86.0,34,1,5
2001,72.0,78.0,12,1,31
2003,72.0,80.0,13,1,5
2000,72.0,0.0,11,1,3
2002,72.0,0.0,10,1,2
2002,72.0,0.0,8,1,0
2001,72.0,60.0,10,2,21
2001,72.0,71.0,11,1,36
2009,72.0,0.0,11,1,1
2010,72.0,73.0,7,1,16
2017,72.0,0.0,11,1,3
2003,72.0,80.0,39,1,50
2025,72.0,63.0,10,1,9
2014,72.0,64.0,41,2,38
2015,72.0,74.0,28,4,339
2020,72.0,0.0,15,1,2
2024,72.0,66.0,14,3,18
2016,72.0,58.0,35,1,44
2014,72.0,70.0,8,1,9
2021,72.0,53.0,8,1,7
2016,72.0,83.0,7,2,23
2018,72.0,45.0,7,2,84
2008,72.0,86.0,37,1,43
2017,72.0,68.0,11,1,4
2022,72.0,0.0,14,1,3
2018,72.0,67.0,24,3,22
2021,72.0,69.0,22,1,15
2006,72.0,0.0,44,1,0
2018,72.0,70.0,10,3,69
2015,72.0,70.0,11,2,102
2003,72.0,0.0,9,1,0
2019,72.0,68.0,8,1,20
2019,72.0,73.0,39,4,709
2008,72.0,68.0,76,2,167
2018,72.0,73.0,17,2,14
2012,72.0,73.0,29,1,50
2008,72.0,70.0,18,1,8
2024,72.0,49.0,32,3,150
2003,72.0,61.0,33,1,10
2008,72.0,50.0,13,1,5
2005,72.0,76.0,29,1,91
2011,72.0,77.0,48,3,92
2016,72.0,67.0,16,1,31
2015,72.0,70.0,8,3,37
2005,72.0,85.0,35,1,6
2019,72.0,60.0,26,1,44
2023,72.0,78.0,19,1,5
2017,72.0,49.0,73,3,292
2018,72.0,70.0,18,4,67
2003,72.0,64.0,13,1,20
2003,72.0,0.0,26,1,2
2010,72.0,81.0,7,1,120
2017,72.0,57.0,40,1,85
2001,72.0,76.0,27,3,59
2002,72.0,88.0,14,1,5
2004,72.0,61.0,9,1,7
2000,72.0,70.0,14,2,6
2022,72.0,35.0,118,1,3999
2016,72.0,81.0,37,1,84
2019,72.0,66.0,33,2,43
2024,72.0,66.0,19,2,39
2008,72.0,69.0,40,1,10
2018,72.0,71.0,31,2,90
2009,72.0,82.0,30,1,799
2014,72.0,74.0,13,1,17
2017,72.0,59.0,12,3,30
2007,72.0,0.0,22,1,1
2012,72.0,68.0,20,2,111
2015,72.0,69.0,32,3,57
2017,72.0,63.0,8,2,4
2015,72.0,64.0,8,1,107
2013,72.0,62.0,10,3,56
2020,72.0,86.0,9,2,41
2010,72.0,80.0,49,2,54
2012,72.0,77.0,32,1,13
2020,72.0,65.0,66,2,751
2011,72.0,79.0,13,2,68
2006,72.0,0.0,44,1,1
2008,72.0,67.0,71,3,75
2011,72.0,46.0,11,1,34
2009,72.0,71.0,15,2,11
2011,72.0,0.0,7,1,1
2024,72.0,38.0,12,1,10
2000,72.0,77.0,11,3,18
2005,72.0,72.0,30,1,18
2004,72.0,0.0,33,1,1
2002,72.0,76.0,8,1,9
2018,72.0,0.0,9,3,3
2024,72.0,60.0,11,1,4
2016,72.0,54.0,10,1,30
2003,72.0,79.0,27,1,24
2017,72.0,74.0,10,1,9
2017,72.0,62.0,29,2,55
2023,72.0,70.0,9,3,4
2016,72.0,69.0,14,4,19
2020,72.0,73.0,18,1,19
2018,72.0,53.0,8,1,298
2025,72.0,64.0,11,2,57
2010,71.0,0.0,21,1,3
2011,71.0,73.0,40,1,26
2022,72.0,0.0,9,2,1
2023,71.0,65.0,11,1,91
2009,71.0,81.0,17,1,52
2011,71.0,69.0,74,3,109
2017,71.0,58.0,15,2,47
2020,71.0,69.0,16,5,81
2016,71.0,70.0,9,2,4
2013,71.0,63.0,11,3,350
2012,71.0,51.0,10,1,33
2015,71.0,73.0,20,2,52
2010,71.0,73.0,9,1,4
2023,71.0,70.0,7,2,7
2006,71.0,73.0,49,1,9
2011,71.0,60.0,23,3,37
2009,71.0,66.0,47,2,87
2009,71.0,73.0,45,1,12
2007,71.0,77.0,25,5,50
2014,71.0,78.0,9,1,130
2022,71.0,58.0,40,3,146
2023,71.0,56.0,62,2,227
2001,71.0,58.0,12,1,9
2002,71.0,76.0,19,1,27
2002,71.0,66.0,12,1,7
2003,71.0,68.0,12,1,4
2000,71.0,74.0,10,1,11
2014,71.0,76.0,27,1,27
2007,71.0,78.0,26,1,28
2003,71.0,80.0,31,1,15
2009,71.0,83.0,22,1,19
2002,71.0,71.0,24,1,10
2005,71.0,68.0,20,1,11
2006,71.0,79.0,29,1,114
2017,71.0,63.0,23,3,83
2020,71.0,76.0,16,3,50
2011,71.0,74.0,43,1,20
2016,71.0,69.0,62,1,153
2009,71.0,65.0,11,1,89
2016,71.0,65.0,62,3,373
2019,71.0,72.0,15,3,40
2019,71.0,72.0,17,3,330
2005,71.0,56.0,43,1,10
2010,71.0,75.0,14,1,4
2016,71.0,75.0,21,2,92
2006,71.0,71.0,33,2,46
2020,71.0,66.0,68,3,544
2020,71.0,68.0,39,3,103
2015,71.0,49.0,9,1,22
2018,71.0,62.0,27,3,68
2022,71.0,67.0,10,3,77
2004,71.0,75.0,24,1,12
2021,71.0,0.0,9,1,1
2004,71.0,74.0,14,1,7
2016,71.0,63.0,7,3,7
2013,71.0,75.0,34,1,146
2015,71.0,62.0,8,3,6
2006,71.0,71.0,24,1,47
2014,71.0,72.0,31,3,384
2010,71.0,67.0,50,3,58
2013,71.0,76.0,10,1,54
2018,71.0,68.0,9,3,13
2009,71.0,71.0,56,3,51
2001,71.0,75.0,12,1,13
2017,71.0,75.0,8,3,36
2022,71.0,0.0,8,1,0
2002,71.0,75.0,12,1,16
2001,71.0,74.0,14,1,7
2024,71.0,66.0,10,3,19
2001,71.0,88.0,20,2,5
2002,71.0,80.0,18,1,5
2016,71.0,59.0,9,1,8
2017,71.0,70.0,11,1,34
2018,71.0,28.0,14,1,27
2017,71.0,70.0,39,4,39
2002,71.0,79.0,12,1,10
2018,71.0,70.0,19,1,14
2025,71.0,82.0,39,3,183
2002,71.0,55.0,37,2,34
2002,71.0,88.0,10,1,27
2020,71.0,71.0,16,1,12
2017,71.0,57.0,19,2,6
2010,71.0,70.0,11,1,123
2010,71.0,86.0,9,1,44
2018,71.0,80.0,38,2,53
2014,71.0,76.0,9,1,27
2022,71.0,70.0,29,4,11
2004,71.0,81.0,33,1,113
2021,71.0,65.0,20,1,17
2023,71.0,73.0,9,3,10
2010,71.0,74.0,15,1,28
2017,71.0,72.0,13,2,22
2017,71.0,81.0,8,1,23
2021,71.0,77.0,12,1,15
2014,71.0,82.0,59,1,231
2011,71.0,65.0,52,3,130
2019,71.0,68.0,7,1,6
2019,71.0,73.0,7,2,6
2021,71.0,60.0,7,1,11
2023,71.0,0.0,9,2,3
2007,71.0,72.0,16,1,37
2013,71.0,77.0,35,1,86
2022,71.0,63.0,7,2,21
2017,71.0,64.0,7,2,12
2013,71.0,69.0,19,1,45
2023,71.0,83.0,46,1,26
2025,71.0,68.0,30,2,52
2016,71.0,73.0,23,2,164
2014,71.0,63.0,46,4,57
2018,71.0,66.0,42,1,105
2005,71.0,84.0,27,1,7
2009,71.0,71.0,41,5,95
2004,71.0,65.0,12,1,6
2022,71.0,63.0,59,2,171
2017,71.0,70.0,48,2,119
2021,71.0,69.0,60,3,98
2022,71.0,41.0,118,1,2658
2022,71.0,32.0,25,2,75
2011,71.0,73.0,42,1,62
2017,71.0,67.0,19,3,37
2018,71.0,62.0,11,3,11
2003,71.0,80.0,37,1,32
2021,71.0,73.0,10,3,48
2006,71.0,0.0,24,1,0
2016,71.0,0.0,8,1,3
2005,71.0,80.0,36,3,83
2025,71.0,72.0,34,3,86
2014,71.0,80.0,52,1,369
2018,71.0,70.0,10,1,58
2013,71.0,76.0,20,2,67
2015,71.0,58.0,7,2,25
2003,71.0,78.0,22,3,10
2001,71.0,61.0,13,1,9
2020,71.0,64.0,14,4,35
2003,71.0,77.0,27,3,9
2001,71.0,83.0,15,1,21
2011,71.0,70.0,75,3,858
2011,71.0,0.0,21,2,2
2019,71.0,85.0,109,2,12650
2024,71.0,65.0,15,2,30
2022,71.0,71.0,16,3,72
2005,71.0,79.0,28,5,37
2019,71.0,48.0,70,3,1009
2020,71.0,69.0,14,1,32
2022,71.0,61.0,13,3,25
2009,71.0,61.0,59,2,17
