release_year,metascore,userscore,metascore_count,platforms,userscore_count
2009,61.0,79.0,9,1,38
2010,61.0,64.0,45,1,153
2013,61.0,67.0,27,1,245
2005,61.0,76.0,37,3,14
2009,61.0,63.0,62,4,69
2017,61.0,59.0,16,3,46
2022,61.0,70.0,7,1,25
2021,61.0,0.0,7,1,1
2007,61.0,62.0,34,1,49
2017,61.0,39.0,59,3,1417
2002,61.0,0.0,8,1,3
2003,61.0,72.0,11,1,5
2002,61.0,64.0,19,3,7
2023,61.0,73.0,10,3,12
2010,61.0,0.0,7,1,0
2003,61.0,81.0,28,1,181
2007,61.0,61.0,30,2,7
2017,61.0,0.0,10,3,1
2013,61.0,62.0,12,1,6
2023,61.0,67.0,34,3,26
2012,61.0,72.0,11,1,48
2015,61.0,56.0,39,3,246
2016,61.0,66.0,22,1,25
2001,61.0,0.0,11,1,2
2005,61.0,0.0,13,1,0
2005,61.0,0.0,43,3,3
2002,61.0,0.0,12,1,1
2008,61.0,89.0,29,1,10
2007,61.0,0.0,28,1,1
2010,61.0,0.0,9,1,1
2015,61.0,69.0,32,1,56
2005,61.0,76.0,14,1,7
2007,61.0,0.0,11,1,3
2002,61.0,75.0,12,2,6
2013,61.0,73.0,33,2,144
2005,61.0,79.0,44,4,62
2008,61.0,44.0,22,1,10
2010,61.0,66.0,22,1,43
2014,61.0,79.0,33,1,332
2007,61.0,58.0,10,1,13
2025,61.0,68.0,7,2,14
2008,61.0,0.0,11,1,1
2016,61.0,54.0,13,2,16
2007,61.0,0.0,8,1,0
2012,61.0,50.0,70,1,99
2011,61.0,48.0,14,3,4
2014,61.0,73.0,16,1,42
2008,61.0,65.0,16,3,10
2019,61.0,31.0,13,1,16
2011,61.0,77.0,30,1,42
2017,61.0,70.0,14,1,23
2015,61.0,0.0,22,3,3
2013,61.0,69.0,60,1,151
2019,61.0,47.0,20,2,9
2004,61.0,50.0,46,2,5
2012,61.0,0.0,11,2,3
2012,61.0,72.0,10,1,97
2004,61.0,88.0,21,1,8
2001,61.0,80.0,10,1,8
2004,61.0,89.0,31,1,8
2016,61.0,69.0,9,1,27
2009,61.0,78.0,9,2,38
2020,61.0,0.0,10,1,3
2001,61.0,52.0,14,1,5
2014,60.0,52.0,53,1,142
2008,60.0,60.0,13,1,9
2002,61.0,58.0,13,2,11
2012,60.0,63.0,17,2,116
2015,60.0,50.0,25,4,75
2011,60.0,66.0,34,1,33
2005,60.0,74.0,23,1,14
2007,60.0,59.0,19,1,20
2016,60.0,49.0,10,1,16
2005,60.0,59.0,7,1,10
2005,60.0,0.0,23,1,1
2004,60.0,78.0,11,2,11
2019,60.0,54.0,7,1,18
2018,60.0,0.0,7,2,3
2006,60.0,0.0,8,1,0
2009,60.0,72.0,16,1,5
2011,60.0,71.0,34,2,8
2022,60.0,38.0,8,1,4
2005,60.0,75.0,36,1,15
2020,60.0,47.0,33,3,112
2004,60.0,0.0,8,4,2
2006,60.0,60.0,16,1,4
2001,60.0,74.0,11,1,5
2009,60.0,83.0,17,1,6
2010,60.0,70.0,37,3,110
2010,60.0,78.0,13,4,8
2025,60.0,49.0,76,1,103
2005,60.0,65.0,15,1,4
2022,60.0,63.0,30,3,38
2007,60.0,74.0,24,1,63
2014,60.0,32.0,25,4,128
2020,60.0,72.0,16,2,10
2017,60.0,58.0,9,3,4
2011,60.0,64.0,8,1,28
2006,60.0,69.0,22,1,12
2004,60.0,71.0,24,1,23
2008,60.0,67.0,48,6,9
2008,60.0,66.0,42,4,90
2011,60.0,65.0,48,5,56
2001,60.0,73.0,11,1,7
2004,60.0,68.0,21,1,8
2000,60.0,80.0,22,1,7
2007,60.0,88.0,15,1,21
2020,60.0,59.0,22,4,61
2012,60.0,78.0,18,1,95
2021,60.0,24.0,11,1,7
2014,60.0,80.0,11,1,15
2025,60.0,66.0,22,2,5
2007,60.0,0.0,10,1,1
2015,60.0,53.0,9,2,7
2007,60.0,80.0,7,1,20
2023,60.0,64.0,40,2,167
2008,60.0,0.0,18,1,0
2013,60.0,66.0,77,2,1943
2009,60.0,0.0,8,2,1
2019,60.0,59.0,9,2,28
2009,60.0,84.0,15,1,9
2002,60.0,57.0,14,1,7
2002,60.0,85.0,10,1,4
2004,60.0,52.0,40,3,9
2008,60.0,0.0,19,1,2
2015,60.0,0.0,10,2,1
2009,60.0,72.0,16,4,32
2011,60.0,66.0,22,1,8
2020,60.0,52.0,18,1,10
2021,60.0,49.0,12,4,16
2006,60.0,57.0,25,1,9
2012,60.0,64.0,11,1,66
2010,60.0,65.0,39,1,17
2007,60.0,64.0,35,1,31
2002,60.0,0.0,9,1,1
2000,60.0,0.0,15,1,3
2022,60.0,60.0,19,2,32
2003,60.0,67.0,7,1,13
2018,60.0,54.0,9,2,17
2005,60.0,0.0,11,1,2
2007,60.0,68.0,7,1,11
2002,60.0,85.0,14,1,33
2010,60.0,0.0,8,1,0
2022,60.0,71.0,10,3,7
2003,60.0,49.0,9,1,13
2016,60.0,72.0,23,2,41
2014,60.0,60.0,11,3,41
2015,60.0,75.0,10,1,15
2009,60.0,0.0,10,1,2
2014,60.0,59.0,22,1,285
2008,60.0,86.0,50,4,1188
2021,60.0,70.0,16,2,7
2011,60.0,80.0,12,1,15
2009,60.0,0.0,14,1,1
2005,60.0,72.0,31,2,21
2002,60.0,59.0,10,1,7
2011,60.0,51.0,27,3,14
2008,60.0,52.0,34,3,9
2006,60.0,0.0,14,1,0
2012,60.0,76.0,21,2,20
2018,60.0,64.0,24,2,57
2005,60.0,71.0,47,4,85
2007,60.0,0.0,20,4,1
2017,60.0,64.0,12,3,9
2011,60.0,62.0,10,1,5
2015,60.0,58.0,24,3,30
2019,60.0,38.0,7,3,12
2018,60.0,43.0,10,1,8
2019,60.0,78.0,8,2,14
2022,60.0,88.0,8,2,5
2023,60.0,71.0,8,2,9
2008,60.0,0.0,8,1,0
2002,60.0,0.0,14,1,2
2013,60.0,68.0,7,1,46
2018,60.0,60.0,8,1,5
2005,60.0,0.0,17,3,2
2017,60.0,67.0,11,1,18
2009,60.0,0.0,12,1,1
2005,60.0,0.0,10,2,2
2011,60.0,60.0,10,1,21
2014,60.0,37.0,28,2,324
2007,60.0,0.0,13,1,0
2011,60.0,82.0,9,1,6
2011,60.0,58.0,16,3,11
2017,60.0,66.0,12,1,12
2016,60.0,66.0,10,1,17
2024,60.0,78.0,10,1,5
2006,60.0,70.0,25,2,8
2019,60.0,43.0,82,2,1058
2003,60.0,0.0,12,1,1
2004,60.0,50.0,25,1,23
2007,60.0,0.0,33,1,1
2023,60.0,20.0,25,3,50
2017,60.0,55.0,20,3,51
2019,60.0,60.0,10,3,10
2024,60.0,56.0,16,3,17
2007,60.0,68.0,19,1,5
2007,60.0,65.0,51,6,57
2008,60.0,58.0,44,1,30
2006,60.0,0.0,17,1,3
2015,60.0,76.0,19,2,74
2008,60.0,0.0,20,1,2
2011,60.0,71.0,45,1,78
2005,60.0,82.0,20,4,21
2024,60.0,54.0,64,1,78
2020,60.0,52.0,13,1,6
2016,60.0,64.0,30,2,78
2008,60.0,69.0,42,3,37
2009,60.0,65.0,40,2,37
2008,60.0,0.0,7,1,3
2011,60.0,60.0,8,1,6
2009,60.0,0.0,9,1,2
2014,60.0,69.0,19,3,314
2007,60.0,0.0,18,1,1
2017,60.0,72.0,14,1,6
2005,60.0,86.0,44,1,74
2016,60.0,56.0,25,1,489
2022,60.0,36.0,7,3,7
2021,60.0,86.0,7,1,17
2022,60.0,0.0,7,1,2
2008,60.0,61.0,28,3,7
2017,60.0,56.0,6,1,85
2002,60.0,0.0,23,2,1
2003,60.0,0.0,16,3,3
2011,60.0,70.0,13,1,119
2012,60.0,62.0,21,1,21
2018,60.0,52.0,13,2,26
2018,60.0,15.0,70,3,1123
2012,60.0,65.0,17,4,24
2004,60.0,74.0,38,1,19
2019,60.0,39.0,14,2,27
2020,60.0,0.0,9,2,3
2016,60.0,64.0,38,3,164
2011,60.0,66.0,25,1,14
2007,60.0,74.0,7,1,25
2006,60.0,64.0,29,1,5
2008,60.0,85.0,29,1,206
2020,60.0,64.0,18,1,19
2024,60.0,35.0,88,3,2204
2019,60.0,0.0,11,2,3
2023,60.0,64.0,16,2,41
2012,60.0,69.0,63,1,285
2007,60.0,70.0,12,1,6
2024,60.0,0.0,8,1,2
2005,60.0,0.0,25,2,2
2000,60.0,75.0,7,1,11
2007,60.0,60.0,17,1,19
2009,60.0,57.0,15,1,21
2020,60.0,24.0,15,2,91
2009,60.0,63.0,13,1,72
2002,60.0,80.0,20,4,20
2007,60.0,62.0,52,1,13
2022,60.0,52.0,7,1,10
2013,60.0,77.0,7,3,6
2006,60.0,67.0,12,1,9
2010,60.0,73.0,8,1,10
2002,60.0,48.0,7,1,5
2006,60.0,51.0,33,1,15
2003,60.0,69.0,10,1,26
2019,60.0,57.0,11,1,10
2004,60.0,82.0,22,1,17
2012,60.0,57.0,23,2,75
2010,60.0,70.0,25,2,10
2013,60.0,58.0,11,3,12
2017,60.0,41.0,8,2,14
2012,60.0,57.0,16,2,10
2020,59.0,56.0,11,1,20
2008,59.0,0.0,12,1,0
2010,59.0,72.0,28,5,75
2013,59.0,51.0,7,3,14
2011,59.0,80.0,16,1,59
2013,59.0,64.0,46,1,214
2014,59.0,68.0,11,3,10
2003,59.0,88.0,15,4,245
2015,59.0,0.0,9,1,2
2019,59.0,54.0,15,3,24
2020,59.0,68.0,33,1,32
2011,59.0,44.0,28,1,8
2024,59.0,33.0,50,3,755
2019,59.0,24.0,8,1,20
2017,59.0,0.0,7,1,3
2005,59.0,0.0,13,1,0
2005,59.0,76.0,8,3,43
2017,59.0,52.0,17,1,46
2014,59.0,72.0,13,1,54
2023,59.0,69.0,34,3,185
2002,59.0,72.0,17,1,11
2002,59.0,78.0,12,1,4
2011,59.0,49.0,8,1,24
2025,59.0,0.0,15,2,1
2020,59.0,69.0,22,4,23
2003,59.0,58.0,19,2,5
2015,59.0,50.0,50,1,149
2010,59.0,53.0,69,3,56
2024,59.0,19.0,45,3,287
2005,59.0,78.0,13,1,4
2012,59.0,60.0,36,5,63
2019,59.0,72.0,8,1,40
2005,59.0,42.0,24,1,10
2008,59.0,77.0,16,1,11
2010,59.0,0.0,13,1,1
2005,59.0,77.0,7,1,6
2017,59.0,58.0,40,1,127
2005,59.0,0.0,29,1,3
2003,59.0,60.0,9,2,4
2025,59.0,34.0,19,3,38
2015,59.0,62.0,11,3,18
2014,59.0,0.0,9,2,2
2021,59.0,60.0,8,3,5
2005,59.0,0.0,8,1,3
2012,59.0,39.0,10,1,191
2015,59.0,74.0,30,1,123
2011,59.0,75.0,18,3,22
2001,59.0,0.0,7,1,1
2020,59.0,47.0,40,2,54
2002,59.0,0.0,16,1,1
2009,59.0,56.0,41,3,44
2002,59.0,0.0,13,1,0
2002,59.0,71.0,10,2,9
2001,59.0,83.0,14,1,12
2011,59.0,0.0,8,1,0
2016,59.0,68.0,14,2,6
2015,59.0,64.0,7,1,48
2004,59.0,75.0,21,3,8
2006,59.0,68.0,14,1,8
2017,59.0,37.0,39,3,37
2005,59.0,77.0,29,2,55
2006,59.0,70.0,34,1,16
2008,59.0,59.0,29,1,7
2020,59.0,0.0,7,3,0
2018,59.0,39.0,7,1,12
2007,59.0,72.0,21,1,11
2015,59.0,68.0,14,1,15
2005,59.0,49.0,38,2,14
2005,59.0,0.0,10,1,3
2005,59.0,42.0,30,1,12
2002,59.0,0.0,9,1,1
2015,59.0,28.0,18,2,116
2010,59.0,63.0,14,2,26
2006,59.0,86.0,44,1,161
2003,59.0,83.0,14,1,83
2003,59.0,0.0,12,2,2
2002,59.0,52.0,14,1,5
2002,59.0,51.0,15,4,7
2003,59.0,66.0,22,2,28
2002,59.0,74.0,7,3,7
2001,59.0,60.0,10,1,7
2003,59.0,77.0,13,1,26
2021,59.0,53.0,14,4,12
2013,59.0,64.0,39,3,401
2017,59.0,72.0,21,4,16
2013,59.0,70.0,32,2,305
2020,59.0,6.0,46,1,31256
2022,59.0,0.0,8,1,1
2009,59.0,64.0,24,2,14
2008,59.0,70.0,40,5,7
2010,59.0,71.0,58,1,83
2013,59.0,61.0,31,1,226
2008,59.0,66.0,9,1,5
2018,59.0,67.0,13,4,7
2014,59.0,59.0,25,2,85
2011,59.0,77.0,16,1,74
2013,59.0,61.0,14,1,34
2015,59.0,60.0,27,2,77
2006,59.0,84.0,20,1,5
2017,59.0,85.0,18,3,325
2004,59.0,69.0,17,1,18
2017,59.0,80.0,7,1,6
2015,59.0,67.0,8,2,11
2002,59.0,68.0,14,1,6
2001,59.0,40.0,10,3,4
2016,59.0,63.0,7,1,14
2003,59.0,83.0,10,1,310
2002,59.0,0.0,11,1,2
2009,59.0,62.0,8,1,19
2002,59.0,72.0,7,1,6
2009,59.0,74.0,16,1,5
2009,59.0,68.0,8,1,16
2019,59.0,49.0,9,4,17
2011,59.0,69.0,17,4,39
2010,59.0,53.0,9,1,21
2006,59.0,68.0,15,7,15
2006,59.0,62.0,26,6,31
2003,59.0,77.0,25,1,29
2006,59.0,80.0,7,1,5
2012,59.0,66.0,18,1,120
2010,59.0,66.0,36,1,17
2009,59.0,0.0,8,1,1
2003,59.0,0.0,8,1,1
2003,59.0,68.0,29,4,37
2005,59.0,67.0,42,1,17
2006,59.0,73.0,7,3,20
2007,59.0,52.0,29,3,5
2006,59.0,81.0,16,1,23
2011,59.0,0.0,7,1,2
2015,59.0,59.0,10,1,18
2001,59.0,0.0,15,3,3
2023,59.0,77.0,10,1,36
2003,59.0,0.0,18,3,1
2021,59.0,56.0,9,1,16
2016,59.0,68.0,18,1,13
2016,59.0,48.0,34,3,51
2017,59.0,64.0,8,1,15
2011,59.0,69.0,14,1,25
2019,59.0,26.0,11,2,16
2014,59.0,63.0,22,4,195
2006,59.0,66.0,27,4,14
2020,59.0,65.0,7,1,15
2020,59.0,48.0,9,1,69
2018,59.0,64.0,7,1,172
2008,59.0,0.0,17,2,3
2007,59.0,0.0,10,1,1
2004,59.0,70.0,19,1,8
2005,59.0,62.0,36,3,13
2020,59.0,73.0,30,2,44
2008,59.0,86.0,27,1,129
2008,59.0,73.0,19,1,4
2020,59.0,61.0,16,1,13
2011,59.0,62.0,9,1,26
2019,59.0,45.0,12,1,15
2004,59.0,0.0,7,2,1
2015,59.0,0.0,20,5,1
2021,59.0,0.0,10,2,1
2022,59.0,0.0,9,1,3
2001,59.0,0.0,15,1,1
2020,59.0,0.0,9,1,3
2014,59.0,65.0,7,2,12
2020,59.0,0.0,9,1,2
2004,59.0,83.0,8,1,23
2002,59.0,59.0,23,4,24
2002,59.0,30.0,8,1,5
2015,59.0,66.0,7,1,8
2002,59.0,0.0,8,2,2
2012,59.0,58.0,13,1,25
2009,59.0,0.0,13,1,1
2007,59.0,0.0,22,1,3
2010,59.0,80.0,9,1,7
2019,59.0,74.0,7,2,24
2020,59.0,28.0,12,3,12
2020,59.0,64.0,14,3,52
2009,59.0,0.0,9,1,1
2010,59.0,73.0,38,2,30
2004,59.0,85.0,32,1,24
2005,59.0,82.0,14,1,6
2000,59.0,65.0,12,1,11
2021,59.0,50.0,12,3,26
2007,59.0,0.0,26,1,2
2014,59.0,55.0,14,2,19
2004,59.0,0.0,16,1,1
2024,59.0,45.0,60,4,158
2021,59.0,75.0,12,2,17
2024,59.0,65.0,19,1,20
2018,59.0,61.0,57,1,94
2022,59.0,41.0,7,2,30
2001,59.0,0.0,9,1,0
2020,59.0,64.0,8,3,15
2017,59.0,59.0,11,1,20
2024,59.0,50.0,12,3,5
2019,59.0,58.0,12,1,10
2008,59.0,50.0,23,3,4
2021,59.0,74.0,8,2,20
2007,59.0,0.0,11,1,1
2015,59.0,61.0,12,1,9
2015,59.0,47.0,13,3,77
2012,59.0,43.0,8,1,15
2009,59.0,78.0,28,1,19
2001,59.0,56.0,7,1,8
2024,59.0,0.0,7,1,3
2014,59.0,68.0,60,3,535
2006,59.0,0.0,10,1,2
2004,59.0,63.0,22,1,7
2003,59.0,0.0,7,1,0
2007,59.0,54.0,19,1,71
2009,59.0,0.0,10,1,1
2010,59.0,65.0,28,3,11
2016,59.0,66.0,48,1,121
2017,59.0,67.0,15,1,124
2019,59.0,64.0,10,2,17
2007,59.0,0.0,13,1,2
2012,59.0,60.0,23,1,215
2016,59.0,58.0,8,1,6
2006,59.0,70.0,32,5,8
2021,59.0,51.0,10,3,7
2006,59.0,52.0,22,2,17
2015,59.0,54.0,8,1,10
2006,59.0,0.0,8,1,3
2008,59.0,0.0,8,1,1
2019,59.0,67.0,19,1,31
2004,59.0,77.0,7,1,10
2001,59.0,59.0,22,1,9
2001,59.0,82.0,8,1,27
2010,59.0,85.0,9,1,43
2002,59.0,0.0,14,1,3
2017,59.0,56.0,9,1,8
2019,59.0,63.0,8,1,21
2009,59.0,81.0,9,1,53
2016,59.0,70.0,7,1,4
2000,59.0,0.0,9,2,3
2007,59.0,48.0,18,1,9
2006,59.0,70.0,13,1,7
2014,59.0,68.0,49,1,187
2004,59.0,0.0,41,2,1
2006,59.0,0.0,15,2,1
2018,59.0,31.0,17,3,26
2023,59.0,61.0,14,3,23
2019,59.0,41.0,76,3,3793
2011,59.0,65.0,12,2,11
2004,59.0,77.0,22,3,18
2003,59.0,68.0,21,1,4
2002,59.0,73.0,20,1,11
2013,59.0,60.0,13,3,41
2011,59.0,0.0,11,1,3
2011,59.0,65.0,53,6,47
2016,59.0,70.0,9,2,12
2023,58.0,69.0,17,3,69
2005,58.0,80.0,15,1,5
2013,58.0,69.0,26,1,16
2018,58.0,67.0,40,1,34
2005,58.0,0.0,7,1,3
2010,58.0,76.0,23,4,14
2013,58.0,71.0,9,3,31
2021,59.0,60.0,8,1,4
2005,58.0,84.0,17,1,15
2007,58.0,66.0,42,7,30
2010,58.0,65.0,49,1,27
2003,58.0,58.0,13,1,4
2011,58.0,62.0,55,1,38
2009,58.0,74.0,7,1,35
2008,58.0,57.0,40,1,6
2009,58.0,90.0,24,1,5
2003,58.0,0.0,19,1,2
2015,58.0,68.0,16,1,8
2001,58.0,66.0,7,1,5
2014,58.0,69.0,12,1,20
2007,58.0,0.0,12,1,1
2024,58.0,83.0,11,2,8
2020,58.0,80.0,25,2,15
2020,58.0,68.0,12,2,26
2011,58.0,42.0,11,1,6
2010,58.0,80.0,22,1,7
2013,58.0,67.0,16,3,136
2014,58.0,64.0,24,1,49
2013,58.0,69.0,9,1,8
2025,58.0,0.0,9,1,1
2019,58.0,56.0,14,4,44
2003,58.0,84.0,21,1,113
2016,58.0,63.0,67,1,308
2012,58.0,76.0,25,2,27
2002,58.0,0.0,10,1,3
2009,58.0,61.0,22,2,9
2007,58.0,66.0,38,1,13
2010,58.0,65.0,52,3,37
2012,58.0,75.0,13,1,61
2015,58.0,51.0,58,1,224
2006,58.0,0.0,11,1,1
2012,58.0,48.0,57,1,142
2005,58.0,0.0,12,3,3
2007,58.0,66.0,24,3,29
2019,58.0,50.0,18,1,18
2019,58.0,50.0,46,3,232
2010,58.0,43.0,42,1,83
2015,58.0,69.0,26,1,47
2016,58.0,61.0,16,1,9
2002,58.0,0.0,9,1,1
2003,58.0,0.0,24,1,2
2001,58.0,55.0,7,1,6
2003,58.0,90.0,11,1,4
2010,58.0,0.0,7,1,0
2007,58.0,0.0,11,1,2
2010,58.0,61.0,51,4,60
2022,58.0,67.0,16,3,12
2005,58.0,83.0,10,1,6
2006,58.0,83.0,29,4,36
2004,58.0,68.0,48,3,13
2016,58.0,31.0,8,1,8
2014,58.0,66.0,8,1,12
2005,58.0,69.0,34,1,14
2007,58.0,68.0,30,1,15
2020,58.0,0.0,7,4,3
2009,58.0,0.0,7,1,1
2005,58.0,81.0,35,1,125
2005,58.0,0.0,8,1,0
2015,58.0,49.0,20,1,14
2021,58.0,0.0,13,1,3
2001,58.0,0.0,13,1,1
2011,58.0,72.0,34,1,78
2010,58.0,43.0,23,2,10
2009,58.0,73.0,13,1,4
2006,58.0,54.0,40,1,20
2013,58.0,58.0,43,3,163
2007,58.0,65.0,10,1,6
2010,58.0,26.0,7,1,20
2001,58.0,0.0,13,1,3
2015,58.0,74.0,16,1,25
2010,58.0,0.0,10,1,0
2002,58.0,67.0,20,1,7
2024,58.0,54.0,10,2,5
2013,58.0,51.0,8,2,8
2000,58.0,77.0,12,1,6
2014,58.0,68.0,14,1,17
2020,58.0,59.0,27,4,99
2017,58.0,67.0,19,1,14
2000,58.0,65.0,8,1,4
2015,58.0,62.0,16,1,115
2006,58.0,68.0,34,1,56
2007,58.0,0.0,16,1,2
2023,58.0,5.0,9,2,6
2013,58.0,65.0,22,4,170
2008,58.0,49.0,53,5,94
2019,58.0,43.0,11,4,11
2010,58.0,59.0,17,2,32
2013,58.0,60.0,8,2,12
2016,58.0,0.0,12,2,2
2003,58.0,80.0,12,1,22
2001,58.0,0.0,9,1,3
2001,58.0,0.0,15,1,1
2005,58.0,70.0,10,1,8
2006,58.0,51.0,15,1,7
2006,58.0,78.0,12,3,32
2004,58.0,78.0,9,1,67
2007,58.0,72.0,7,1,5
2007,58.0,64.0,15,1,11
2021,58.0,66.0,7,1,5
2015,58.0,61.0,7,3,8
2018,58.0,57.0,27,3,37
2019,58.0,74.0,7,1,14
2022,58.0,36.0,7,5,9
2015,58.0,57.0,14,2,23
2010,58.0,70.0,14,1,4
2008,58.0,50.0,30,1,42
2007,58.0,75.0,9,4,20
2007,58.0,0.0,9,1,2
2007,58.0,69.0,31,7,35
2006,58.0,60.0,9,1,10
2015,58.0,66.0,28,1,87
2005,58.0,72.0,29,1,44
2007,58.0,66.0,17,1,14
2005,58.0,0.0,11,1,1
2012,58.0,61.0,12,1,10
2003,58.0,62.0,12,1,5
2016,58.0,42.0,8,1,14
2016,58.0,56.0,46,2,135
2002,58.0,0.0,11,1,0
2001,58.0,58.0,28,1,22
2007,58.0,57.0,20,1,19
2011,58.0,53.0,26,2,135
2021,58.0,0.0,9,3,1
2014,58.0,74.0,8,1,11
2015,58.0,60.0,33,2,30
2009,58.0,55.0,13,2,6
2007,58.0,78.0,29,1,5
2008,58.0,72.0,16,1,5
2006,58.0,0.0,29,1,2
2002,58.0,50.0,22,3,4
2006,58.0,36.0,12,1,7
2018,58.0,60.0,8,3,7
2007,58.0,76.0,22,1,5
2009,58.0,57.0,7,1,6
2019,58.0,70.0,7,2,11
2006,58.0,61.0,37,1,26
2001,58.0,68.0,10,1,5
2013,58.0,67.0,38,3,659
2005,58.0,46.0,23,1,9
2009,58.0,72.0,7,1,11
2001,58.0,53.0,10,1,7
2013,58.0,78.0,7,1,137
2024,58.0,62.0,10,2,39
2011,58.0,79.0,10,1,58
2005,58.0,78.0,33,1,36
2014,58.0,70.0,8,1,5
2012,58.0,51.0,43,2,195
2017,58.0,57.0,14,1,30
2023,58.0,62.0,35,3,101
1998,58.0,0.0,8,1,3
2002,58.0,70.0,22,1,5
2001,58.0,76.0,10,1,18
2003,58.0,0.0,23,4,2
2008,58.0,75.0,15,1,10
2010,58.0,74.0,21,2,20
2017,58.0,48.0,63,1,502
2025,58.0,38.0,28,3,73
2020,58.0,72.0,16,4,15
2024,58.0,31.0,18,4,83
2009,58.0,0.0,22,1,1
2007,58.0,68.0,17,1,13
2006,58.0,76.0,16,1,5
2016,58.0,69.0,20,2,22
2016,58.0,68.0,7,1,10
2024,58.0,62.0,20,3,32
2007,58.0,64.0,7,1,26
2017,58.0,67.0,22,3,26
2010,58.0,0.0,8,2,1
2003,58.0,0.0,12,3,3
2007,58.0,67.0,41,1,159
2016,58.0,78.0,7,1,10
2016,58.0,54.0,10,1,10
2008,58.0,0.0,21,1,1
2005,58.0,78.0,34,5,20
2005,58.0,79.0,23,1,32
2011,58.0,63.0,16,4,32
2021,58.0,74.0,14,1,8
2004,58.0,0.0,7,1,2
2006,58.0,77.0,7,1,6
2002,58.0,60.0,27,2,7
2009,58.0,46.0,9,1,5
2015,58.0,70.0,22,1,97
2003,58.0,42.0,30,1,81
2003,58.0,71.0,11,1,41
2003,58.0,53.0,27,5,8
2004,58.0,63.0,19,1,6
2011,58.0,67.0,8,2,30
2011,58.0,59.0,31,1,16
2001,58.0,48.0,8,1,4
2018,58.0,70.0,8,1,10
2019,58.0,63.0,7,1,4
2001,58.0,84.0,16,1,8
2018,58.0,46.0,12,4,14
2009,58.0,71.0,8,1,7
2018,58.0,61.0,9,3,38
2013,57.0,59.0,47,1,213
2002,58.0,54.0,26,3,11
2017,58.0,0.0,12,3,2
2006,58.0,0.0,9,1,0
2012,57.0,57.0,45,1,48
2004,57.0,78.0,20,1,46
2015,57.0,72.0,26,1,33
2019,57.0,58.0,17,1,9
2018,57.0,68.0,7,2,8
2007,57.0,0.0,15,1,2
2025,57.0,49.0,11,1,20
2006,57.0,67.0,51,1,187
2018,57.0,72.0,31,1,84
2010,57.0,76.0,33,2,86
2000,57.0,83.0,9,1,28
2002,57.0,0.0,9,1,1
2005,57.0,70.0,17,1,5
2024,57.0,62.0,21,3,359
2003,57.0,0.0,17,1,2
2001,57.0,78.0,15,2,5
2017,57.0,62.0,46,4,1341
2010,57.0,0.0,10,1,3
2011,57.0,15.0,9,1,281
2021,57.0,45.0,10,1,8
2007,57.0,72.0,15,1,5
2014,57.0,15.0,47,3,532
2002,57.0,84.0,12,1,14
2011,57.0,0.0,9,1,1
2005,57.0,0.0,25,1,3
2011,57.0,73.0,25,2,71
2007,57.0,66.0,16,1,12
2005,57.0,80.0,25,1,6
2008,57.0,33.0,7,2,4
2008,57.0,0.0,22,1,0
2004,57.0,42.0,14,1,10
2013,57.0,68.0,27,2,9
2019,57.0,44.0,14,2,8
2007,57.0,54.0,18,1,10
2010,57.0,0.0,7,2,0
2016,57.0,66.0,9,2,17
2009,57.0,56.0,8,1,15
2011,57.0,48.0,33,1,6
2020,57.0,59.0,13,2,16
2006,57.0,66.0,12,1,9
2016,57.0,65.0,25,1,17
2024,57.0,0.0,8,1,2
2015,57.0,37.0,8,1,6
2005,57.0,80.0,53,1,44
2019,57.0,61.0,13,1,13
2016,57.0,68.0,7,1,8
2007,57.0,50.0,37,3,4
2011,57.0,48.0,22,1,18
2007,57.0,70.0,28,1,34
2004,57.0,0.0,33,2,3
2002,57.0,32.0,12,1,5
2002,57.0,0.0,9,1,1
2004,57.0,56.0,15,2,9
2000,57.0,52.0,12,1,34
2019,57.0,37.0,23,4,63
2004,57.0,60.0,9,1,8
2003,57.0,0.0,21,1,2
2005,57.0,79.0,16,1,13
2003,57.0,0.0,30,2,1
2001,57.0,0.0,7,1,3
2005,57.0,69.0,17,4,11
2012,57.0,65.0,16,1,18
2005,57.0,0.0,9,1,2
2012,57.0,49.0,7,1,12
2020,57.0,53.0,28,3,118
2025,57.0,40.0,12,1,5
2001,57.0,0.0,11,1,1
2001,57.0,0.0,9,3,1
2004,57.0,80.0,27,1,13
2002,57.0,30.0,10,4,4
2024,57.0,68.0,31,1,387
2022,57.0,22.0,6,1,21
2009,57.0,0.0,7,1,2
2002,57.0,76.0,9,1,7
2004,57.0,62.0,37,2,14
2008,57.0,56.0,18,4,15
2017,57.0,16.0,28,3,600
2015,57.0,54.0,25,1,36
2020,57.0,46.0,45,2,69
2007,57.0,33.0,34,1,7
2004,57.0,0.0,9,3,2
2025,57.0,75.0,23,3,14
2001,57.0,0.0,10,1,0
2010,57.0,60.0,14,1,13
2023,57.0,33.0,7,1,4
2001,57.0,0.0,11,1,3
2018,57.0,56.0,23,1,44
2016,57.0,42.0,13,2,43
2006,57.0,77.0,28,1,10
2014,57.0,72.0,30,1,73
2015,57.0,53.0,39,4,97
2006,57.0,62.0,16,4,20
2011,57.0,44.0,46,2,11
2015,57.0,68.0,40,1,99
2022,57.0,72.0,41,3,92
2025,57.0,55.0,8,1,21
2002,57.0,0.0,10,2,0
2011,57.0,67.0,15,2,36
